상병기호,한글명,영문명,완전코드구분,주상병사용구분,법정감염병구분,성별구분,상한연령,하한연령,양한방구분
H8130,귀원인성,Otogenic,,,,,,,양·한방 공통
H8138,기타 말초성 현기증,Other peripheral vertigo,,,,,,,양·한방 공통
H8138,레르무와이에증후군,Lermoyez’ syndrome,,,,,,,양·한방 공통
H814,중추기원의 현기증,Vertigo of central origin,,,,,,,양·한방 공통
H814,중추성 위치성 안진,Central positional nystagmus,,,,,,,양·한방 공통
H818,전정기능의 기타 장애,Other disorders of vestibular function,,,,,,,양·한방 공통
H819,전정기능의 상세불명 장애,"Disorder of vestibular function, unspecified",,,,,,,양·한방 공통
H819,현기증후군 NOS,Vertiginous syndrome NOS,,,,,,,양·한방 공통
H82,달리 분류된 질환에서의 현기증후군,Vertiginous syndromes in diseases classified elsewhere,,,,,,,양·한방 공통
H83,내이의 기타 질환,Other diseases of inner ear,N,,,,,,양·한방 공통
H830,미로염,Labyrinthitis,,,,,,,양·한방 공통
H831,미로루,Labyrinthine fistula,,,,,,,양·한방 공통
H832,미로기능장애,Labyrinthine dysfunction,,,,,,,양·한방 공통
H832,미로의 과민증,Hypersensitivity of labyrinth,,,,,,,양·한방 공통
H832,미로의 기능저하,Hypofunction of labyrinth,,,,,,,양·한방 공통
H832,미로의 기능상실,Loss of function of labyrinth,,,,,,,양·한방 공통
H833,내이의 소음효과,Noise effects on inner ear,,,,,,,양·한방 공통
H833,음향성 외상,Acoustic trauma,,,,,,,양·한방 공통
H833,소음유발청력소실,Noise-induced hearing loss,,,,,,,양·한방 공통
H838,내이의 기타 명시된 장애,Other specified diseases of inner ear,,,,,,,양·한방 공통
H839,내이의 상세불명 장애,"Disease of inner ear, unspecified",,,,,,,양·한방 공통
H90,전음성 및 감각신경성 청력소실,Conductive and sensorineural hearing loss,N,,,,,,양·한방 공통
H90,선천난청,Congenital deafness,N,,,,,,양·한방 공통
H900,양쪽 전음성 청력소실,"Conductive hearing loss, bilateral",,,,,,,양·한방 공통
H901,"한쪽 전음성 청력소실, 반대편 청력은 정상","Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",,,,,,,양·한방 공통
H902,상세불명의 전음성 청력소실,"Conductive hearing loss, unspecified",,,,,,,양·한방 공통
H902,전음성 난청 NOS,Conductive deafness NOS,,,,,,,양·한방 공통
H903,양쪽 감각신경성 청력소실,"Sensorineural hearing loss, bilateral",,,,,,,양·한방 공통
H904,"한쪽 감각신경성 청력소실, 반대편 청력은 정상","Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",,,,,,,양·한방 공통
H905,상세불명의 감각신경성 청력소실,"Sensorineural hearing loss, unspecified",,,,,,,양·한방 공통
H905,선천난청 NOS,Congenital deafness NOS,,,,,,,양·한방 공통
H905,중심성 청력소실 NOS,Central hearing loss NOS,,,,,,,양·한방 공통
H905,신경성 청력소실 NOS,Neural hearing loss NOS,,,,,,,양·한방 공통
H905,지각성 청력소실 NOS,Perceptive hearing loss NOS,,,,,,,양·한방 공통
H905,감각성 청력소실 NOS,Sensory hearing loss NOS,,,,,,,양·한방 공통
H905,감각신경성 난청 NOS,Sensorineural deafness NOS,,,,,,,양·한방 공통
H906,전음성 및 감각신경성이 혼합된 양쪽 청력소실,"Mixed conductive and sensorineural hearing loss, bilateral",,,,,,,양·한방 공통
H907,"전음성 및 감각신경성이 혼합된 한쪽 청력소실, 반대편 청력은 정상","Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",,,,,,,양·한방 공통
H908,전음성 및 감각신경성이 혼합된 상세불명의 청력소실,"Mixed conductive and sensorineural hearing loss, unspecified",,,,,,,양·한방 공통
H91,기타 청력소실,Other hearing loss,N,,,,,,양·한방 공통
H910,귀독성 청력소실,Ototoxic hearing loss,N,,,,,,양·한방 공통
H9100,"귀독성 청력소실, 한쪽","Ototoxic hearing loss, unilateral",,,,,,,양·한방 공통
H9101,"귀독성 청력소실, 양쪽","Ototoxic hearing loss, bilateral",,,,,,,양·한방 공통
H9109,"귀독성 청력소실, 상세불명 쪽","Ototoxic hearing loss, unspecified side",,,,,,,양·한방 공통
H911,노년난청,Presbycusis,N,,,,,40,양·한방 공통
H911,노년난청,Presbyacusia,N,,,,,40,양·한방 공통
H9110,"노년난청, 한쪽","Presbycusis, unilateral",,,,,,40,양·한방 공통
H9110,"노년난청, 한쪽","Presbyacusia, unilateral",,,,,,40,양·한방 공통
H9111,"노년난청, 양쪽","Presbycusis, bilateral",,,,,,40,양·한방 공통
H9111,"노년난청, 양쪽","Presbyacusia, bilateral",,,,,,40,양·한방 공통
H9119,"노년난청, 상세불명 쪽","Presbycusis, unspecified side",,,,,,40,양·한방 공통
H9119,"노년난청, 상세불명 쪽","Presbyacusia, unspecified side",,,,,,40,양·한방 공통
H912,돌발성 특발성 청력소실,Sudden idiopathic hearing loss,N,,,,,,양·한방 공통
H912,돌발성 청력소실 NOS,Sudden hearing loss NOS,N,,,,,,양·한방 공통
H9120,"돌발성 특발성 청력소실, 한쪽","Sudden idiopathic hearing loss, unilateral",,,,,,,양·한방 공통
H9120,"돌발성 청력소실 NOS, 한쪽","Sudden hearing loss NOS, unilateral",,,,,,,양·한방 공통
H9121,"돌발성 특발성 청력소실, 양쪽","Sudden idiopathic hearing loss, bilateral",,,,,,,양·한방 공통
H9121,"돌발성 청력소실 NOS, 양쪽","Sudden hearing loss NOS, bilateral",,,,,,,양·한방 공통
H9129,"돌발성 특발성 청력소실, 상세불명 쪽","Sudden idiopathic hearing loss, unspecified side",,,,,,,양·한방 공통
H9129,"돌발성 청력소실 NOS, 상세불명 쪽","Sudden hearing loss NOS, unspecified side",,,,,,,양·한방 공통
H913,달리 분류되지 않은 농아,"Deaf mutism, NEC",,,,,,,양·한방 공통
H918,기타 명시된 청력소실,Other specified hearing loss,N,,,,,,양·한방 공통
H9180,"기타 명시된 청력소실, 한쪽","Other specified hearing loss, unilateral",,,,,,,양·한방 공통
H9181,"기타 명시된 청력소실, 양쪽","Other specified hearing loss, bilateral",,,,,,,양·한방 공통
H9189,"기타 명시된 청력소실, 상세불명 쪽","Other specified hearing loss, unspecified side",,,,,,,양·한방 공통
H919,상세불명의 청력소실,"Hearing loss, unspecified",N,,,,,,양·한방 공통
H919,난청 NOS,Deafness NOS,N,,,,,,양·한방 공통
H919,고주파 난청,High frequency deafness,N,,,,,,양·한방 공통
H919,저주파 난청,Low frequency deafness,N,,,,,,양·한방 공통
H9190,"상세불명의 청력소실, 한쪽","Hearing loss, unspecified, unilateral",,,,,,,양·한방 공통
H9190,"난청 NOS, 한쪽","Deafness NOS, unilateral",,,,,,,양·한방 공통
H9190,"고주파 난청, 한쪽","High frequency deafness, unilateral",,,,,,,양·한방 공통
H9190,"저주파 난청, 한쪽","Low frequency deafness, unilateral",,,,,,,양·한방 공통
H9191,"상세불명의 청력소실, 양쪽","Hearing loss, unspecified, bilateral",,,,,,,양·한방 공통
H9191,"난청 NOS, 양쪽","Deafness NOS, bilateral",,,,,,,양·한방 공통
H9191,"고주파 난청, 양쪽","High frequency deafness, bilateral",,,,,,,양·한방 공통
H9191,"저주파 난청, 양쪽","Low frequency deafness, bilateral",,,,,,,양·한방 공통
H9199,"상세불명의 청력소실, 상세불명 쪽","Hearing loss, unspecified, unspecified side",,,,,,,양·한방 공통
H9199,"난청 NOS, 상세불명 쪽","Deafness NOS, unspecified side",,,,,,,양·한방 공통
H9199,"고주파 난청, 상세불명 쪽","High frequency deafness, unspecified side",,,,,,,양·한방 공통
H9199,"저주파 난청, 상세불명 쪽","Low frequency deafness, unspecified side",,,,,,,양·한방 공통
H92,귀통증 및 귀의 삼출액,Otalgia and effusion of ear,N,,,,,,양·한방 공통
H920,귀통증,Otalgia,,,,,,,양·한방 공통
H921,귓물,Otorrhoea,,,,,,,양·한방 공통
H922,귀출혈,Otorrhagia,,,,,,,양·한방 공통
H93,달리 분류되지 않은 귀의 기타 장애,"Other disorders of ear, NEC",N,,,,,,양·한방 공통
H930,귀의 퇴행성 및 혈관성 장애,Degenerative and vascular disorders of ear,N,,,,,,양·한방 공통
H9301,일과성 허혈난청,Transient ischaemic deafness,,,,,,,양·한방 공통
H9309,상세불명의 귀의 퇴행성 및 혈관성 장애,Degenerative and vascular disorders of ear,,,,,,,양·한방 공통
H931,이명,Tinnitus,,,,,,,양·한방 공통
H932,기타 청각의 이상,Other abnormal auditory perceptions,,,,,,,양·한방 공통
H932,청각누가현상,Auditory recruitment,,,,,,,양·한방 공통
H932,복청(複聽),Diplacusis,,,,,,,양·한방 공통
H932,청각과민,Hyperacusis,,,,,,,양·한방 공통
H932,일과성 청각역치변화,Temporary auditory threshold shift,,,,,,,양·한방 공통
H933,청신경의 장애,Disorders of acoustic nerve,,,,,,,양·한방 공통
H933,제8뇌신경의 장애,Disorder of 8th cranial nerve,,,,,,,양·한방 공통
H938,귀의 기타 명시된 장애,Other specified disorders of ear,,,,,,,양·한방 공통
H939,귀의 상세불명 장애,"Disorder of ear, unspecified",,,,,,,양·한방 공통
H94,달리 분류된 질환에서의 귀의 기타 장애,Other disorders of ear in diseases classified elsewhere,N,,,,,,양·한방 공통
H940,달리 분류된 감염성 및 기생충성 질환에서의 청신경염,Acoustic neuritis in infectious and parasitic diseases classified elsewhere,,,,,,,양·한방 공통
H940,매독에서의 청신경염(A52.1+),Acoustic neuritis in syphilis(A52.1+),,,,,,,양·한방 공통
H948,달리 분류된 질환에서의 귀의 기타 명시된 장애,Other specified disorders of ear in diseases classified elsewhere,,,,,,,양·한방 공통
H95,달리 분류되지 않은 귀 및 유돌의 처치후 장애,"Postprocedural disorders of ear and mastoid process, NEC",N,,,,,,양·한방 공통
H950,유돌절제후공동의 재발성 진주종,Recurrent cholesteatoma of postmastoidectomy cavity,,,,,,,양·한방 공통
H951,유돌절제에 따르는 기타 장애,Other disorders following mastoidectomy,,,,,,,양·한방 공통
H951,유돌절제후공동의 만성 염증,Chronic inflammation of postmastoidectomy cavity,,,,,,,양·한방 공통
H951,유돌절제후공동의 육아,Granulation of postmastoidectomy cavity,,,,,,,양·한방 공통
H951,유돌절제후공동의 점막낭,Mucosal cyst of postmastoidectomy cavity,,,,,,,양·한방 공통
H958,귀 및 유돌의 기타 처치후 장애,Other postprocedural disorders of ear and mastoid process,,,,,,,양·한방 공통
H959,귀 및 유돌의 상세불명의 처치후 장애,"Postprocedural disorder of ear and mastoid process, unspecified",,,,,,,양·한방 공통
I00,심장침범에 대한 언급이 없는 류마티스열,Rheumatic fever without mention of heart involvement,,,,,,,양·한방 공통
I00,"류마티스, 급성 또는 아급성 관절염","Arthritis, rheumatic, acute or subacute",,,,,,,양·한방 공통
I01,심장 침범이 있는 류마티스열,Rheumatic fever with heart involvement,N,,,,,,양·한방 공통
I010,급성 류마티스심장막염,Acute rheumatic pericarditis,,,,,,,양·한방 공통
I010,심장낭염을 동반한 I00의 모든 병태,Any condition in I00 with pericarditis,,,,,,,양·한방 공통
I010,류마티스심장막염(급성),Rheumatic pericarditis (acute),,,,,,,양·한방 공통
I011,급성 류마티스심내막염,Acute rheumatic endocarditis,,,,,,,양·한방 공통
I011,심내막염 또는 심판막염을 동반한 I00의 모든 병태,Any condition in I00 with endocarditis or valvulitis,,,,,,,양·한방 공통
I011,급성 류마티스판막염,Acute rheumatic valvulitis,,,,,,,양·한방 공통
I012,급성 류마티스심근염,Acute rheumatic myocarditis,,,,,,,양·한방 공통
I012,심근염을 동반한 I00의 모든 병태,Any condition in I00 with myocarditis,,,,,,,양·한방 공통
I018,기타 급성 류마티스심장병,Other acute rheumatic heart disease,,,,,,,양·한방 공통
I018,급성 류마티스범심장염,Acute rheumatic pancarditis,,,,,,,양·한방 공통
I018,기타 또는 복수 유형의 심장 침범을 동반한 I00의 모든 병태,Any condition in I00 with other or multiple types of heart involvement,,,,,,,양·한방 공통
I019,상세불명의 급성 류마티스심장병,"Acute rheumatic heart disease, unspecified",,,,,,,양·한방 공통
I019,상세불명 유형의 심장 침범을 동반한 I00의 모든 병태,Any condition in I00 with unspecified type of heart involvement,,,,,,,양·한방 공통
I019,급성 류마티스심장염,"Rheumatic carditis, acute",,,,,,,양·한방 공통
I019,활동성 또는 급성 류마티스심장병,"Rheumatic heart disease, active or acute",,,,,,,양·한방 공통
I02,류마티스무도병,Rheumatic chorea,N,,,,,,양·한방 공통
I02,시덴함무도병,Sydenham’s chorea,N,,,,,,양·한방 공통
I020,심장 침범이 있는 류마티스무도병,Rheumatic chorea with heart involvement,,,,,,,양·한방 공통
I020,심장 침범이 있는 무도병 NOS,Chorea with heart involvement NOS,,,,,,,양·한방 공통
I020,I01.-에 분류가능한 모든 유형의 심장침범을 동반한 류마티스무도병,Rheumatic chorea with heart involvement of any type classifiable under I01.-,,,,,,,양·한방 공통
I029,심장 침범이 없는 류마티스무도병,Rheumatic chorea without heart involvement,,,,,,,양·한방 공통
I029,류마티스무도병 NOS,Rheumatic chorea NOS,,,,,,,양·한방 공통
I05,류마티스성 승모판질환,Rheumatic mitral valve diseases,N,,,,,,양·한방 공통
I05,류마티스성으로 명시되거나 명시되지 않은 I05.0 및 I05.2-I05.9에 분류할 수 있는 병태,"Conditions classifiable to I05.0 and I05.2-I05.9, whether specified as rheumatic or not",N,,,,,,양·한방 공통
I050,승모판협착,Mitral stenosis,,,,,,,양·한방 공통
I050,승모판폐색(류마티스성),Mitral (valve) obstruction (rheumatic),,,,,,,양·한방 공통
I051,류마티스성 승모판기능부전,Rheumatic mitral insufficiency,,,,,,,양·한방 공통
I051,류마티스성 승모판기능부전,Rheumatic mitral incompetence,,,,,,,양·한방 공통
I051,류마티스성 승모판역류,Rheumatic mitral regurgitation,,,,,,,양·한방 공통
I052,기능부전이 있는 승모판협착,Mitral stenosis with insufficiency,,,,,,,양·한방 공통
I052,기능부전 또는 역류가 있는 승모판협착,Mitral stenosis with incompetence or regurgitation,,,,,,,양·한방 공통
I058,기타 승모판질환,Other mitral valve diseases,,,,,,,양·한방 공통
I058,승모판부전,Mitral (valve) failure,,,,,,,양·한방 공통
I059,상세불명의 승모판질환,"Mitral valve disease, unspecified",,,,,,,양·한방 공통
I059,승모판장애(만성) NOS,Mitral (valve) disorder (chronic) NOS,,,,,,,양·한방 공통
I06,류마티스성 대동맥판질환,Rheumatic aortic valve diseases,N,,,,,,양·한방 공통
I060,류마티스성 대동맥판협착,Rheumatic aortic stenosis,,,,,,,양·한방 공통
